id,Город дистрибьютора,Торг_точка_грязная,Торг_точка_грязная_адрес,outlet_clean_id
18248,Ростов-на-Дону,"Донцова О.Н.ИП ул.Большевистская,52","346030, Ростовская обл, Чертковский р-н, Михайлово-Александровка с, Большевистская ул, дом № 52",0
18249,Ростов-на-Дону,"Дорофеев В.А. ИП с.Малокирсановка, ул.Кутахова, 6","346968, Ростовская обл, Матвеево-Курганский р-н, Малокирсановка с, Кутахова ул, дом № 6",2952
18250,Ростов-на-Дону,Дорохин И.И. ИП,"346754, Ростовская обл, Азовский р-н, Самарское с, Зеленый Гай ул, дом № 6",2953
18251,Ростов-на-Дону,Дорошенко И.И. ИП,"346771, Ростовская обл, Азовский р-н, Займо-Обрыв с, Морская ул, дом № 104",2954
18252,Ростов-на-Дону,Дорошенко С.И. ИП,"347250, Ростовская обл, Константиновский р-н, Константиновск г, Ермака ул, дом № 18-А",2955
18253,Ростов-на-Дону,Достук ООО ул. 12 переулок,"346630, Ростовская обл, Семикаракорский р-н, Семикаракорск г, 12-й пер, дом № 31",2956
18254,Ростов-на-Дону,Доценко Е.Н.ИП,"347739, Ростовская обл, Зерноградский р-н, Сорговый п, Урожайная ул, дом № 3",2957
18255,Ростов-на-Дону,Доценко И.М. ИП,"347254, Ростовская обл, Константиновский р-н, Константиновск г, КГУ-1 п, р-н общежития 37",2958
18256,Ростов-на-Дону,Древалева Л.В. ИП,"346907, Ростовская обл, Новошахтинск г, Семашко ул, дом № 60",2959
18257,Ростов-на-Дону,Древалева Л.В. ИП,-,2959
18258,Ростов-на-Дону,Дремачева Н.Ф. ИП,"346537, Ростовская обл, Шахты г, Аллейный б-р, дом № 12В",0
18259,Ростов-на-Дону,Дрожжина Э.А. ИП,"346635, Ростовская обл, Семикаракорский р-н, Маломечетный х, Октябрьская ул, дом № 32/1",2960
18260,Ростов-на-Дону,Дрон Е.В.,"346780, Ростовская обл, Азов г, Кооперативная ул, дом № 10",0
18261,Ростов-на-Дону,Дронов И.С. ИП,"346510, Ростовская обл, Шахты г, Днепропетровская ул, дом № 38",2961
18262,Ростов-на-Дону,Дронов И.С. ИП ул.Васюты,"346517, Ростовская обл, Шахты г, Васюты ул, дом № 40",0
18263,Ростов-на-Дону,Дронова А.А. ИП,"346503, Ростовская обл, Шахты г, Большевистская ул, дом № 69",2962
18264,Ростов-на-Дону,Друзенко И.Л.ИП,"346492, Ростовская обл, Октябрьский р-н, Красюковская сл, М.Горького ул, дом № 13а",2964
18265,Ростов-на-Дону,Дрыжерук Е.И. ИП,"347022, Ростовская обл, Белокалитвинский р-н, Шолоховский рп, М.Горького ул, дом № 10, кв.13",2965
18266,Ростов-на-Дону,Дубин А.В. ИП пер. Гвардейский,"344000, Ростовская обл, Ростов-на-Дону г, Гвардейский пер/Текучева ул, дом № 112/1",0
18267,Ростов-на-Дону,Дубовик Е.А.ИП ул.1-й Конной Армии,"344029, Ростовская обл, Ростов-на-Дону г, 1-й Конной Армии ул, дом № 37в",2967
18268,Ростов-на-Дону,Дубовик О.А. ИП,"346510, Ростовская обл, Шахты г, Свободы ул, дом № 29",2968
18269,Ростов-на-Дону,Дубовскова Е.И. ИП,"346521, Ростовская обл, Октябрьский р-н, Новокадамово п, Западная ул, дом № 22",2969
18270,Ростов-на-Дону,Дубровская Е.А. ИП,"346503, Ростовская обл, Шахты г, Энтузиастов ул, дом № 125",0
18271,Ростов-на-Дону,Дуванов Е.С. ИП,"346383, Ростовская обл, Красносулинский р-н, Долотинка х, Малиновского ул, дом № 30",2970
18272,Ростов-на-Дону,Дугинова Е.Ю. ИП ул. Почтовая 7-А,"346601, Ростовская обл, Багаевский р-н, Манычская ст-ца, Почтовая ул, дом № 7-А",2971
18273,Ростов-на-Дону,Дугинова Е.Ю. ИП ул. Советская,"346602, Ростовская обл, Багаевский р-н, Арпачин х, Советская ул, дом № 44-В",2972
18274,Ростов-на-Дону,Дудаева С.И. ИП,"346537, Ростовская обл, Шахты г, Катаева ул, дом № 42",2973
18275,Ростов-на-Дону,Дударев Е.С.ИП,"346264, Ростовская обл, Шолоховский р-н, Кружилинский х, Школьная ул, дом № 21",2974
18276,Ростов-на-Дону,Дударева Н.А.,"346244, Ростовская обл, Боковский р-н, Яблоновский п, Майская ул, дом № 3",2975
18277,Ростов-на-Дону,Дудкина Т.В.ИП,"347830, Ростовская обл, Каменский р-н, Старая Станица х, Песчаный пер, дом № 39а",0
18278,Ростов-на-Дону,Дудник Е.В. ИП,"344041, Ростовская обл, Ростов-на-Дону г, Еременко ул, дом № 58/12",115
18279,Ростов-на-Дону,Дудникова Н.М.ИП,"346110, Ростовская обл, Миллеровский р-н, Долотинка п, Садовая ул, дом № 24",2976
18280,Ростов-на-Дону,Дудникова Т.В. ИП Ленина 3,"346735, Ростовская обл, Аксайский р-н, Мускатный п, Ленина ул, дом № 3",2977
18281,Ростов-на-Дону,Дульгиер Е.В. ИП,"25 Октября ул, 50, корп. а",0
18282,Ростов-на-Дону,Дульгиер Е.В. ИП,"347250, Ростовская обл, Константиновский р-н, Константиновск г, 25 Октября ул, дом № 50-А",2978
18283,Ростов-на-Дону,Думчева О.А.ИП,"346063, Ростовская обл, Тарасовский р-н, Александровка сл, Клубная ул, дом № 2",2979
18284,Ростов-на-Дону,Дурмушян А.И. ИП п Кам-ни.,-,0
18285,Ростов-на-Дону,Дурмушян А.С. ИП,"346500, Ростовская обл, Шахты г, Красинская ул, дом № 108-А",2980
18286,Ростов-на-Дону,Духин Л.И ИП,"346050, Ростовская обл, Тарасовский р-н, Тарасовский п, Островского ул, дом № 138",2982
18287,Ростов-на-Дону,Дуэт-12 ООО,"346517, Ростовская обл, Шахты г, Достоевского ул, дом № 85-Б",2983
18288,Ростов-на-Дону,Дуэт ООО п.Жирнов,"347090, Ростовская обл, Тацинский р-н, Жирнов п, Театральная ул, дом № 4",2984
18289,Ростов-на-Дону,"Дуэт ООО п.Углегорский, ул.Мира, 5","347070, Ростовская обл, Тацинский р-н, Углегорский п, Мира ул, дом № 5",2985
18290,Ростов-на-Дону,Дыба Г.В.ИП,"347572, Ростовская обл, Песчанокопский р-н, Песчанокопское с, Орджоникидзе ул, дом № 101",2986
18291,Ростов-на-Дону,"Дыбченко Е.П. ИП Войкова, 72","346400, Ростовская обл, Новочеркасск г, Войкова ул, дом № 72",0
18292,Ростов-на-Дону,Дьяконов П.Г. ИП ул. Аксайская,"346400, Ростовская обл, Новочеркасск г, Аксайская ул, дом № 52/5-А",2987
18293,Ростов-на-Дону,Дьяконов П.Г. ИП ул. Комитетская 20/Октябрьская,"346400, Ростовская обл, Новочеркасск г, Комитетская ул 20/Октябрьская ул 69",2988
18294,Ростов-на-Дону,ДЭМ ООО ул. Советская 19/21,"346492, Ростовская обл, Октябрьский р-н, Красюковская сл, Советская ул, дом № 19/21",2990
18295,Ростов-на-Дону,ДЭМ ООО ул.Кооперативная,"346406, Ростовская обл, Октябрьский р-н, Яново-Грушевский х, Кооперативная ул, дом № 1-А",2991
18296,Ростов-на-Дону,Дядиченко А.Н.ИП,"346018, Ростовская обл, Чертковский р-н, Артамошкин х, Строителей ул, дом № 17",0
18297,Ростов-на-Дону,Дядиченко А.Н.ИП,"346211, Ростовская обл, Кашарский р-н, Верхнемакеевка сл, Октябрьская ул, дом № 67",0
18298,Ростов-на-Дону,Евгения ООО,"347763, Ростовская обл, Целинский р-н, Вороново п, Сланова ул, дом № 12",0
18299,Ростов-на-Дону,Евгения ООО,"п. Вороново, Сланова, дом № 12",2992
18300,Ростов-на-Дону,Евразия трейд ООО,"346863, Ростовская обл, Неклиновский р-н, Натальевка с, Чехова ул, дом № 16-А",2993
18301,Ростов-на-Дону,Егиян З.Г. ИП,"346503, Ростовская обл, Шахты г, Парковая ул, дом № 32",2995
18302,Ростов-на-Дону,Егоян Ш.С.ИП,"352030, Краснодарский край, Кущевский р-н, Кущевская ст-ца, Крупской ул, дом № 93",0
18303,Ростов-на-Дону,Ежов Ю.И.ИП,"346270, Ростовская обл, Шолоховский р-н, Вешенская ст-ца, Ипподромный пер, дом № 9а",2997
18304,Ростов-на-Дону,Елисова Е.В.ИП Гуково 1,"346399, Ростовская обл, Красносулинский р-н, Гуково х, Краснопартизанская ул, дом № 1",2998
18305,Ростов-на-Дону,Елютин Н.А.ИП,"346250, Ростовская обл, Боковский р-н, Боковская ст-ца, Советская ул, дом № 35",3000
18306,Ростов-на-Дону,Емельянова Е.С.ИП,"353040, Краснодарский край, Белоглинский р-н, Белая Глина с, Коммунистическая ул, дом № 1",0
18307,Ростов-на-Дону,Емельянова О.Н. ИП,"346611, Ростовская обл, Багаевский р-н, Багаевская ст-ца, Смирнова ул, дом № 37-А",3001
18308,Ростов-на-Дону,Енгибарова К.И. ИП,"347942, Ростовская обл, Таганрог г, Маршала Жукова ул, дом № 20",3002
18309,Ростов-на-Дону,Ененко М.А. ИП,"346500, Ростовская обл, Шахты г, Ленина ул, дом № 289",0
18310,Ростов-на-Дону,Еников С.Э.ИП,"346518, Ростовская обл, Шахты г, Дачная ул, дом № 250, корпус б",3003
18311,Ростов-на-Дону,Еремеева Т.А. ИП,"347017, Ростовская обл, Белокалитвинский р-н, Чернышев х, Центральная ул, дом № 15",3004
18312,Ростов-на-Дону,"Еремеева Т.А. ИП Центральная, 18","347017, Ростовская обл, Белокалитвинский р-н, Голубинка х, Центральная ул, дом № 18",3005
18313,Ростов-на-Дону,Еримов Г.Г.ИП ул. Евлахова,"346512, Ростовская обл, Шахты г, Евлахова ул, дом № 59",3006
18314,Ростов-на-Дону,Еримов Э.Г.ИП м-н 888,-,0
18315,Ростов-на-Дону,Ермаков А.Г.ИП,"346272, Ростовская обл, Шолоховский р-н, Антиповский х, Асфальтная ул, дом № 13",3007
18316,Ростов-на-Дону,Ермаков А.Г.ИП ул.Решетовская,"346272, Ростовская обл, Шолоховский р-н, Зубковский х, Решетовская ул, дом № 13",3008
18317,Ростов-на-Дону,Ермаков В.Л. ИП,"346601, Ростовская обл, Багаевский р-н, Манычская ст-ца, Манычский пер, дом № 4, корпус а",3009
18318,Ростов-на-Дону,Ермакова Е.И.ИП,"346050, Ростовская обл, Тарасовский р-н, Тарасовский п, Островского ул, дом № 53",0
18319,Ростов-на-Дону,Ермакова Н.Ф. ИП,"346160, Ростовская обл, Верхнедонской р-н, Мешковская ст-ца, Победы пр-кт, дом № 34",3010
18320,Ростов-на-Дону,Ерылкин В.И.ИП,"346611, Ростовская обл, Багаевская ст-ца, Спортсменская ул, дом № 61, корпус а",3011
18321,Ростов-на-Дону,"Жамхарян С.Г,ИП","346900, Ростовская обл, Новошахтинск г, Харьковская ул., дом № 14",0
18322,Ростов-на-Дону,Жгенти А.Б.ИП,"347840, Ростовская обл, Каменский р-н, Урывский х, Российская ул, дом № 48",0
18323,Ростов-на-Дону,Живолупов С.А. ИП,"346562, Ростовская обл, Усть-Донецкий р-н, Мелиховская ст-ца, Розы Люксембург ул, дом № 6",3014
18324,Ростов-на-Дону,Жилин В.А.ИП ул.20-я линия,"344013, Ростовская обл, Ростов-на-Дону г, 20-я ул, дом № 60/10",3017
18325,Ростов-на-Дону,Жилищный Вопрос ООО,"344016, Ростовская обл, 88632427592, Ростов-на-Дону г, Дебальцевская ул, дом № 3",3018
18326,Ростов-на-Дону,Жилкина Е.Ю. ИП,"396763, Воронежская обл, Богучарский р-н, Лебединка с, Первомайская ул, дом № 2а",0
18327,Ростов-на-Дону,Жильцова А.А.ИП,",347675, Ростовская обл, Егорлыкский р-н, , Мирный х., Центральная ул, 5, ,",0
18328,Ростов-на-Дону,Житников А.И. ИП,"347871, Ростовская обл, Усть-Донецкий рп;м-н ""Южный"", Строителей ул, дом № 83",3019
18329,Ростов-на-Дону,"Житников В.В. ИП ул. Кумжинская, 45-А","344033, Ростовская обл, Ростов-на-Дону г, Кумженская ул, дом № 45-А",3020
18330,Ростов-на-Дону,Жихарев В.А. ИП,"346530, Ростовская обл, Шахты г, Темерницкая ул, дом № 49",3021
18331,Ростов-на-Дону,Жихарева С.Е. ИП 20-летия Октября,"344020, Ростовская обл, Ростов-на-Дону г, 20-летия Октября пр-кт",3022
18332,Ростов-на-Дону,Жихарцева Т.В.ИП,"347837, Ростовская обл, Каменский р-н, Красновка х, Октябрьская ул, дом № 36а",3023
18333,Ростов-на-Дону,Жувак С.В. ИП м.Продукты,"347664, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Ворошилова ул, дом № 83",3024
18334,Ростов-на-Дону,Жувак С.В. М. Греция ИП,"347660, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Первомайский пер",3025
18335,Ростов-на-Дону,Жуков И.В. ИП,"396790, Воронежская обл, Богучарский р-н, Богучар г, Дзержинского ул, дом № 104 А",0
18336,Ростов-на-Дону,Жукова С.Г. ИП ул. Ленинградская,"347872, Ростовская обл, Гуково г, Ленинградская ул, дом № 27, корпус помещ 2",3026
18337,Ростов-на-Дону,Жуковская И.В.ИП,-,4564
18338,Ростов-на-Дону,Жуковская И.В.ИП,"346517, Ростовская обл, Шахты г, Достоевского ул, дом № 89в, кв.13",4564
18339,Ростов-на-Дону,"Жуковский Р.Н. ул. Железнодорожников,31","347300, Ростовская обл, Цимлянский р-н, Железнодорожный х, Железнодорожников ул, дом № 31",0
18340,Ростов-на-Дону,"Жуковский Р.Н. ул.Колхозная, 2а","347233, Ростовская обл, Морозовский р-н, Александров х, Колхозная ул, дом № 2 а",0
18341,Ростов-на-Дону,"Жуковский Р.Н. ул.Комсомольская, 21","347310, Ростовская обл, Цимлянский р-н, Маркинская ст-ца, Комсомольская ул, дом № 21 а",0
18342,Ростов-на-Дону,"Жуковский Р.Н., ст. Маркинская","347310, Ростовская обл, Цимлянский р-н, Маркинская ст-ца, Ленина ул, дом № 8",3027
18343,Ростов-на-Дону,Журавлев А.В. ИП пр-дТорговый,-,0
18344,Ростов-на-Дону,Журавлев Д.Н. ИП,"346720, Ростовская обл, Аксайский р-н, Аксай г, Толпинского ул, 86 Магазин ""Журавлик"", дом № 86",3028
18345,Ростов-на-Дону,Журавлева Н.В.ИП м-н Рыбная лавка,"347800, Ростовская обл, 8905-425-08-54, Каменск-Шахтинский г, 60 лет Октября мкр, дом № 3",3029
18346,Ростов-на-Дону,"Журавлева Н.Н. ИП Коммунистический, 47-А","346562, Ростовская обл, Усть-Донецкий р-н, Мелиховская ст-ца, Коммунистическая ул, дом № 47-А",3030
18347,Ростов-на-Дону,Журавлева С.Н. ИП,"347356, Ростовская обл, Волгодонской р-н, Виноградный п, Молодежная ул, дом № 10/1",3031
18348,Ростов-на-Дону,Забежайло Е.П. ИП,"346970, Ростовская обл, Матвеево-Курганский р-н, Матвеев Курган п, Молодежная ул, дом № 44, кв.3",3032
18349,Ростов-на-Дону,Забурдаева И.В. ИП,"347011, Ростовская обл, Белокалитвинский р-н, Коксовый п, Трудовая ул, дом № 86",3033
18350,Ростов-на-Дону,ЗаВаН ООО Садовая,"346720, Ростовская обл, Аксай г, м-н Продукты, Садовая ул, дом № 2",3034
18351,Ростов-на-Дону,Завгородняя Н.Н.ИП,"346215, Ростовская обл, Кашарский р-н, Каменка с, Песчаная ул, дом № 18, корпус а",3035
18352,Ростов-на-Дону,Загнойко Н.Н. ИП,"347700, Ростовская обл, Кагальницкий р-н, Кагальницкая ст-ца, Калинина ул, дом № 51-а",3036
18353,Ростов-на-Дону,Задорожний А.А. ИП,"346560, Ростовская обл, Усть-Донецкий р-н, Раздорская ст-ца, Донская ул, дом № 94-А",3037
18354,Ростов-на-Дону,Задорожняя О.Ю. ИП,"346519, Ростовская обл, Шахты г, Новочеркасский пер, дом № 56",668
18355,Ростов-на-Дону,"Задунц А.Э.ИП центр.рынок № 4""","346500, Ростовская обл, Шахты г, Цен.Рынок Привоз;",3038
18356,Ростов-на-Дону,Зажигаев А.В. ИП,"347632, Ростовская обл, Сальск г, Станиславского ул, дом № 95, корпус а",0
18357,Ростов-на-Дону,Зазян А.Ж. ИП,"346400, Ростовская обл, Новочеркасск г, Сарматская ул, дом № 118",3039
18358,Ростов-на-Дону,Зайчевский А.В. ИП,"347400, Ростовская обл, Дубовский р-н, Семичный х, Ленина ул, дом № 18",3040
18359,Ростов-на-Дону,Закарян С.А. ИП,"347900, Ростовская обл, Таганрог г, ДНП ""Дачное-2"", дом № 7/189",3041
18360,Ростов-на-Дону,Зама ООО,"347413, Ростовская обл, Дубовский р-н, Ивановка х, Дорожная ул, дом № 9",0
18361,Ростов-на-Дону,Запорожцева Т.Ф. ИП,-,3042
18362,Ростов-на-Дону,Захаренко Н.Н.ИП,"346560, Ростовская обл, Усть-Донецкий р-н, Раздорская ст-ца, Суворова ул, дом № 26",0
18363,Ростов-на-Дону,Захаров А.И.ИП,"346250, Ростовская обл, Боковский р-н, Боковская ст-ца, Ленина ул, дом № 90б",3044
18364,Ростов-на-Дону,Захаров А.И.ИП Стимул,"346250, Ростовская обл, Боковский р-н, Боковская ст-ца, Ленина ул, дом № 38/1",3045
18365,Ростов-на-Дону,Захарова Е.А.ИП,"344065, Ростовская обл, Ростов-на-Дону г, Каскадная ул, дом № 34/2",0
18366,Ростов-на-Дону,Захарченко Л.Н. ИП,"346905, Ростовская обл, Новошахтинск г, Русская ул, дом № 6",3046
18367,Ростов-на-Дону,Заярная С.Н.ИП м-н Фасоль,"346513, Ростовская обл, Шахты г, Псковская ул, дом № 34",0
18368,Ростов-на-Дону,Заярский Э.А. ИП,"346901, Ростовская обл, Новошахтинск г, Крупской ул, дом № 18-Б",3047
18369,Ростов-на-Дону,Здорова Л.П.ИП,"346506, Ростовская обл, Шахты г, Татаркина пер, дом № 15",0
18370,Ростов-на-Дону,Здроб А.А. ИП,"346391, Ростовская обл, Красносулинский р-н, Табунщиково с, Советская ул, дом № 13-а",3048
18371,Ростов-на-Дону,Зезекало ООО,"344038, Ростовская обл, Ростов-на-Дону г, Новаторов ул, дом № 22а",3049
18372,Ростов-на-Дону,"Зезекало ООО ул.Чистопольская,38/1","344032, Ростовская обл, Ростов-на-Дону г, Чистопольская ул, дом № 38/1",0
18373,Ростов-на-Дону,Зеленова О.А. ИП,"347820, Ростовская обл, Каменск-Шахтинский г, Лиховской мкр, Советская ул, дом № 34-Б",3050
18374,Ростов-на-Дону,Зерноградское Райпо Магазин № 82,"347728, Ростовская обл, Зерноградский р-н, Нижнекугоейский п, Краснодарский пер",3053
18375,Ростов-на-Дону,Зимина Н.В. ИП,"346316, Ростовская обл, Красносулинский р-н, Михайловка х, Доброхотских ул, дом № 28/1",3055
18376,Ростов-на-Дону,Зинковский В.А.ИП,"Ростовская обл, Новошахтинск г, Пирогова ул, дом № 16, корпус б",0
18377,Ростов-на-Дону,Зинченко Н.Н. ИП ул.Будённого,"347605, Ростовская обл, Сальский р-н, Шаблиевка с, Буденного ул, дом № 27 б",3057
18378,Ростов-на-Дону,Зинченко С.Н. ИП,"346717, Ростовская обл, Аксайский р-н, Октябрьский п, Ленина ул, дом № 22",3060
18379,Ростов-на-Дону,Злоба А.П.ИП,"347662, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Буденного ул, дом № 7б",3061
18380,Ростов-на-Дону,Золотарев В.С.ИП,"346682, Ростовская обл, Мартыновский р-н, Новосадковский х, Степная ул, дом № 25",0
18381,Ростов-на-Дону,Золотарев Е.И. ИП,"346744, Ростовская обл, Азовский р-н, Кулешовка с, Матросова пер, дом № 10, корпус б",3062
18382,Ростов-на-Дону,Золотарева Н.А.ИП,"346005, Ростовская обл, Чертковский р-н, Марьяны х, Мира ул, дом № 13а, кв.2",0
18383,Ростов-на-Дону,Золотова В.В. ИП,"346690, Ростовская обл, Мартыновский р-н, Абрикосовый п, Студенческая ул, дом № 2/1",0
18384,Ростов-на-Дону,Золотой луч ООО ул. Орбитальная,"344114, Ростовская обл, Ростов-на-Дону г, Орбитальная ул, дом № 70/3",3064
18385,Ростов-на-Дону,Золоторева А.А. ИП,"346701, Ростовская обл, Аксайский р-н, Рыбацкий х, Береговая ул, дом № 26",0
18386,Ростов-на-Дону,Золотько Г.Н.ИП,"346841, Ростовская обл, Неклиновский р-н, Андреево-Мелентьево с, Октябрьская ул, дом № 43",3066
18387,Ростов-на-Дону,Зотова О.Н.ИП.,"346556, Ростовская обл, Усть-Донецкий р-н, Тереховский х, Мира ул, дом № 23",3067
18388,Ростов-на-Дону,Зубарева А. Н.ИП,"347850, Ростовская обл, Каменский р-н, Глубокий пос., Ленина ул, дом № 123",3068
18389,Ростов-на-Дону,Зубарева Е.П. ИП,"346475, Ростовская обл, Октябрьский р-н, Алексеевка с, Ленина ул, дом № 3",3069
18390,Ростов-на-Дону,Зубкова Г.А. ИП,"347022, Ростовская обл, Белокалитвинский р-н, Шолоховский рп, 40 лет Октября ул, 8 м-н ""Двадцатка""",3070
18391,Ростов-на-Дону,Зубкова Е.Б.ИП пл.Сельмаш-Вокзал,"344000, Ростовская обл, Ростов-на-Дону г, пл.Сельмаш-Вокзал",3071
18392,Ростов-на-Дону,Зубкова Н.А. ИП ул.Асфальтная,"346260, Ростовская обл, Шолоховский р-н, Белогорский х, Асфальтная ул, дом № 16-а",0
18393,Ростов-на-Дону,Зубкова Н.И.ИП,"346130, Ростовская обл, Миллеровский р-н, Миллерово г, Северо-Донецкая ул",3072
18394,Ростов-на-Дону,"Зуев С.В.ИП ул.Дорожная,9","396460, Воронежская обл, Верхнемамонский р-н, Верхний Мамон с, Дорожная ул, дом № 9",0
18395,Ростов-на-Дону,Зуева Т.В. ИП,"346518, Ростовская обл, Шахты г, 10 лет за Индустриализацию ул, дом № 50",3074
18396,Ростов-на-Дону,Зуокас Л.А.ИП,"344056, Ростовская обл, Ростов-на-Дону г, Мезенский пер, дом № 29",0
18397,Ростов-на-Дону,Ибаев С.Р. ИП,"346050, Ростовская обл, Тарасовский р-н, Тарасовский п, Советская ул, дом № 6",3076
18398,Ростов-на-Дону,ИБРАГИМОВ З.О.О ИП,"346311, Ростовская обл, Зверево г, Обухова ул, дом № 7",3077
18399,Ростов-на-Дону,Иваненко Д.А. ИП ул Тургенева,"347632, Ростовская обл, Сальский р-н, Сальск г, Тургенева ул, дом № 102",3078
18400,Ростов-на-Дону,Иваненко Д.К. ИП,"346717, Ростовская обл, Аксайский р-н, Октябрьский п, Высоцкого ул, дом № 1",3080
18401,Ростов-на-Дону,Иванисова С.Д. ИП,"347353, Ростовская обл, Волгодонской р-н, Рябичев х, Театральная ул, дом № 53",3081
18402,Ростов-на-Дону,Иваница А.А. ИП,"346841, Ростовская обл, Неклиновский р-н, Андреево-Мелентьево с, Победы ул, дом № 30-а",3082
18403,Ростов-на-Дону,Иванкова Н.В.ИП,"346200, Ростовская обл, Кашарский р-н, Кашары сл, Энергетическая ул, дом № 14",0
18404,Ростов-на-Дону,"Иванов А.Ю. ИП, ул. Центральная 40","347327, Ростовская обл, Цимлянский р-н, Калининская ст-ца, Центральная ул, дом № 40",3083
18405,Ростов-на-Дону,Иванов С.В.ИП,"347942, Ростовская обл, Таганрог г, Новый 1-й пер, дом № 8б",0
18406,Ростов-на-Дону,Иванов С.И.ИП пер.Таганрогский,"352000, Краснодарский край, Кущевский р-н, Шкуринская ст-ца, Таганрогский пер, дом № 9",3084
18407,Ростов-на-Дону,Иванова А.А. ИП,"347740, Ростовская обл, Зерноградский р-н, Зерноград г, им Чехова ул, дом № 7",3085
18408,Ростов-на-Дону,Иванова Д.Г. ИП Зв.,"347831, Ростовская обл, Зверево г, Обухова 7 ул, Казачий Рынок пав-н №9",3086
18409,Ростов-на-Дону,Иванова Д.Г. ИП ул.Советская 85,-,4565
18410,Ростов-на-Дону,Иванова Д.Г. ИП ул.Советская 85,"346310, Ростовская обл, Зверево г, Советская ул, дом № 85",4565
18411,Ростов-на-Дону,Иванова Е.В. ИП,-,3088
18412,Ростов-на-Дону,Иванова Е.П. ИП,"346505, Ростовская обл, Шахты г, Горбунова ул, дом № 9",3089
18413,Ростов-на-Дону,Иванова Ю.В. ИП ул. Фурманова,"346356, Ростовская обл, Красносулинский р-н, Красный Сулин г, Фурманова ул, дом № 2-А",3090
18414,Ростов-на-Дону,Иванченко И.В.ИП,",347684, Ростовская обл, Егорлыкский р-н, , Тавричанка х, Молодежная ул, 11/3, ,",0
18415,Ростов-на-Дону,Иванченко И.В.ИП,"347632, Ростовская обл, Сальск г, Станиславского ул, дом № 95, корпус а",0
18416,Ростов-на-Дону,Иванченко И.В.ИП,"347684, Ростовская обл, Егорлыкский р-н, Мирный х, Первооснователей ул, дом № 46а",0
18417,Ростов-на-Дону,Ивашин А.Э.ИП,"347913, Ростовская обл, Таганрог г, Николаевское Шоссе ул, дом № 7",3093
18418,Ростов-на-Дону,Ивлиева В.И. ИП,"347872, Ростовская обл, Гуково г, Ленинградская ул, дом № 28-А",3094
18419,Ростов-на-Дону,Ивченко Е.Н. ИП,"347040, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, п.Горняцкий, Садовая ул, дом № 2а",3096
18420,Ростов-на-Дону,Игишев А.П. ИП,"346519, Ростовская обл, Шахты г, Шевченко ул, дом № 235, корпус а",3097
18421,Ростов-на-Дону,Игнатенко Л.Н. ИП,"346500, Ростовская обл, Шахты г, п.Майский, Аллейный б-р 12 в №20",3098
18422,Ростов-на-Дону,Игнатов и К ООО,"347825, Ростовская обл, Каменск-Шахтинский г, Заводской мкр, Пугачева ул, дом № 5",3099
18423,Ростов-на-Дону,Игуменцева А.В.ИП,"346122, Ростовская обл, Миллеровский р-н, Каменка х, Садовая ул, дом № 45, кв.2",0
18424,Ростов-на-Дону,Изабелла ООО,"344019, Ростовская обл, Ростов-на-Дону г, 19 Линия ул, дом № 14/24",3100
18425,Ростов-на-Дону,Избицкая Е.И.ИП,-,0
18426,Ростов-на-Дону,Измаилова С.С. ул.ЗИ,"346518, Ростовская обл, Шахты г, 10 лет за Индустриализацию ул, дом № 175",3101
18427,Ростов-на-Дону,"Изобилие ООО ул. Буйнакская, 32","344000, Ростовская обл, Ростов-на-Дону г, Буйнакская ул, дом № 32",3102
18428,Ростов-на-Дону,"Изумруд ООО м. ""Кристалл""","347634, Ростовская обл, Сальский р-н, Сальск г, Халтурина ул, дом № 25",3103
18429,Ростов-на-Дону,"Изумруд ООО м. ""Татьяна""","347630, Ростовская обл, Сальский р-н, Сальск г, Гастелло ул, дом № 36 а",3104
18430,Ростов-на-Дону,Изумруд ООО ул.Дачная,"346500, Ростовская обл, Шахты г, Дачная ул 231, м-н ""Продукты""",3108
18431,Ростов-на-Дону,Иловайское ООО,"347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Школьный пер, дом № 24",3110
18432,Ростов-на-Дону,Ильинова Н.В.ИП,-,0
18433,Ростов-на-Дону,Ильичева Л.К. ИП,"346400, Ростовская обл, Новочеркасск г, Спартаковский пер, дом № 2-В",3112
18434,Ростов-на-Дону,Ильичева Л.К. ИП пер.Спартаковский,"346400, Ростовская обл, Новочеркасск г, Спартаковский пер, дом № 2-В",0
18435,Ростов-на-Дону,Ильичева Т.В. ИП,"346400, Ростовская обл, Новочеркасск г, Кавказская ул, дом № 48/13",0
18436,Ростов-на-Дону,Ильна ООО ул. 1-я Краснодарская,"344000, Ростовская обл, Ростов-на-Дону г, 1-я Краснодарская ул, дом № 19-А",0
18437,Ростов-на-Дону,Ильченко И.И ИП,"346311, Ростовская обл, Зверево г, Макаренко ул, дом № 21",3113
18438,Ростов-на-Дону,Имола ООО с.Хлебодарное,"347777, Ростовская обл, Целинский р-н, Хлебодарное с, Центральная ул, дом № 4 а",3115
18439,Ростов-на-Дону,"Имола ООО ул.Советская,11А","347776, Ростовская обл, Целинский р-н, Хлебодарное с, сов, дом № 11а",0
